maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,mean_ego_speed,ego_stop_rate,mean_ego_stopped_time_s,mean_ego_delay_proxy_s,mean_traffic_vehicle_seconds,mean_traffic_speed,traffic_stop_rate,mean_traffic_delay_proxy_s,mean_system_delay_proxy_s,slower_action_rate,idle_action_rate,faster_action_rate,safety_shield,mean_safety_intervention_rate,mean_safety_emergency_brake_rate,mean_safety_progress_assist_rate,mean_safety_violation_rate,mean_safety_min_h,mean_safety_neighbor_rate,policy_family,model_path,initial_vehicle_count,spawn_probability,duration,negotiating_traffic,surrounding_vehicle_control,timesteps,trained_this_run,train_or_load_wall_time_s
straight,shielded_interaction_v3_straight_512,2,0.5,0.5,0.0,97.9844659034197,16.1,13.4,2.737711097343637,0.01020408163265306,0.6902104591836735,0.6013026760341188,2.046035633916197,0.24174341060654175,3.959185813246373,0.18863131152746904,2.7,8.161240201535394,225.2,7.15256065750868,0.006903353057199211,31.50250619522685,39.66374639676224,0.14377580184185457,0.5142108605906637,0.34201333756748176,True,0.21101937122896156,0.06287710384248968,0.0,0.15131787869164814,-6.534746670995212,0.9063194664973008,trained_safety_interaction_v3,notebooks\results\intersectionRouteAttentionCreeping\models\straight_ppo_attention_safety12_05_interaction_v3_512.zip,12,0.5,22,False,unmodified_highway_env_IDMVehicle,512,True,15.226881504058838
