maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,slower_action_rate,idle_action_rate,faster_action_rate,model_path
left,left_very_dense_creeping_reward_attention_bc,120,0.8083333333333333,0.19166666666666668,0.0,169.40389132007962,13.096666666666666,2.7304347826086954,3.7465723044797907,0.0,0.8333333333333334,2.1766328681999645,12.927321679198641,0.17264377320475835,0.10572973984145494,0.8629244686622427,0.03134579149630237,notebooks\results\intersectionRouteAttentionCreeping\models\left_very_dense_negotiating_attention_bc_creeping.zip
