maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,slower_action_rate,idle_action_rate,faster_action_rate,model_path
straight,dense_straight_learned_attention_bc,100,0.65,0.35,0.0,155.45961577344661,13.802,8.662857142857142,3.938859808866905,0.015350376509196234,0.9593746848702841,0.775855365159509,2.3442170115826833,0.2909217925265148,0.1796675230543981,0.7273107719111158,0.09302170503448609,C:\Users\aha173\OneDrive - American University of Beirut\VIP - AGV - ND - Ahmad Assaad 1\agv_Unstructured_Labs\notebooks\results\intersectionRouteAttentionCreeping\models\straight_ppo_attention_bc_creeping_calibrated_v2.zip
