maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,slower_action_rate,idle_action_rate,faster_action_rate,model_path
straight,ppo_attention_reward_creeping_conflict_ttc_40k,80,0.5,0.35,0.15,55.67280489204543,17.157500000000002,17.114285714285714,3.2340701487522727,0.26154048408602293,0.4957870397725773,0.7083981094174624,3.1908645766169967,0.33045893027072654,0.47143400161393145,0.0,0.5285659983860685,notebooks\results\intersectionRouteAttentionCreeping\models\straight_ppo_attention_reward_creeping_conflict_ttc_40k_40000.zip
