maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,slower_action_rate,idle_action_rate,faster_action_rate,model_path,train_eval_wall_time_s
straight,ppo_reward_creeping_conflict_ttc,60,0.5,0.36666666666666664,0.13333333333333333,15.438844251661628,15.756666666666666,13.909090909090908,5.286950185823266,0.6015588747001168,0.1623641696616267,0.6487450683029031,1.883891605885341,0.10508601480904392,0.5001109047639775,0.030616431957291815,0.46927266327873074,notebooks\results\intersectionRouteAttentionCreeping\models\straight_ppo_reward_creeping_conflict_ttc_50000.zip,407.91709756851196
