maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,mean_ego_speed,ego_stop_rate,mean_ego_stopped_time_s,mean_ego_delay_proxy_s,mean_traffic_vehicle_seconds,mean_traffic_speed,traffic_stop_rate,mean_traffic_delay_proxy_s,mean_system_delay_proxy_s,slower_action_rate,idle_action_rate,faster_action_rate,safety_shield,mean_safety_intervention_rate,mean_safety_emergency_brake_rate,mean_safety_progress_assist_rate,mean_safety_violation_rate,mean_safety_min_h,mean_safety_neighbor_rate
straight,straight_safety12_05_interaction_v2_5k,10,0.7,0.1,0.2,37.10673127038073,14.38,19.2,4.850807732869865,0.5762925320184065,0.19436750391430585,0.5784078034271528,1.8416494249542137,0.2722782889443092,5.795582651923364,0.16275189663347558,3.4200000000000004,6.067476533925458,207.82000000000002,6.8334600123629246,0.03951018609309799,44.947405746734084,51.01488228065954,0.053506331329654835,0.46148333436905364,0.4850103343012916,True,0.2852410743753877,0.07836492620204272,0.0,0.16775340031397803,-2.8937135075735605,0.8861878764670819
