margin,conflict_radius,horizon,success_mean,collision_mean,timeout_mean,straight,left,intervention,creep_speed,high_speed_zone
0.15,18.0,3.0,0.7333333333333334,0.21666666666666667,0.05,0.8,0.6666666666666666,0.18445905944895435,0.06630141012233884,0.8718740539157399
0.1,18.0,2.5,0.6833333333333333,0.3,0.016666666666666666,0.7333333333333333,0.6333333333333333,0.1549950202793699,0.07813080462848264,0.8927235921265112
0.1,14.0,2.0,0.5833333333333333,0.4,0.016666666666666666,0.6,0.5666666666666667,0.1540607192529346,0.0875796694439206,0.892068167229292
0.2,18.0,3.0,0.5833333333333333,0.4,0.016666666666666666,0.6666666666666666,0.5,0.21130794234061395,0.09643549948870092,0.8360064001508016
0.15,14.0,2.5,0.5333333333333333,0.4,0.06666666666666667,0.6333333333333333,0.43333333333333335,0.1909978863017526,0.07123349602728665,0.8675583866091784
