maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,mean_ego_speed,ego_stop_rate,mean_ego_stopped_time_s,mean_ego_delay_proxy_s,mean_traffic_vehicle_seconds,mean_traffic_speed,traffic_stop_rate,mean_traffic_delay_proxy_s,mean_system_delay_proxy_s,slower_action_rate,idle_action_rate,faster_action_rate,safety_shield,mean_safety_intervention_rate,mean_safety_emergency_brake_rate,mean_safety_progress_assist_rate,mean_safety_violation_rate,mean_safety_min_h,mean_safety_neighbor_rate
straight,straight_safety12_05_smoke_5k,10,0.7,0.2,0.1,81.83268761280843,11.680000000000001,7.0,5.8077879719630205,0.69203216374269,0.1746637426900585,0.8341323491663228,1.5323702667856016,0.254377898705965,6.714501098596403,0.08227236164736165,1.56,3.524422634483308,145.26000000000002,7.090758122816915,0.032289687770132004,33.06264348657815,36.587066121061454,0.045113257477932066,0.5591758423227448,0.3957109001993232,True,0.20313497466266553,0.06930912675593527,0.0,0.08850949163449162,-2.2818752715051978,0.8907417131282902
