maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,slower_action_rate,idle_action_rate,faster_action_rate
left,left_non_suited_fast_reward,120,0.5166666666666667,0.48333333333333334,0.0,63.2743852561314,7.003333333333334,4.951724137931035,8.901385895920942,0.9916666666666667,0.0,0.5108494501441259,1.38532860172103,0.033081526342032805,0.0,0.0,1.0
