maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,slower_action_rate,idle_action_rate,faster_action_rate
left,dense_left_learned_attention_bc,100,0.69,0.31,0.0,153.2816381969814,14.392000000000001,8.974193548387097,3.9468247611029033,0.014833333333333334,0.9751666666666666,0.7028037127618129,2.5018946323539795,0.23642356662233563,0.15543801156866321,0.7729244672133135,0.07163752121802305
