maneuver,seed,forced_zero_steps,collided_after_forced_zero,arrived_after_forced_zero,ego_found,initial_ego_speed,ego_speed_after_step,ego_distance_from_center,vehicle_count_after_reset,min_ttc_seen,min_conflict_ttc_seen,initial_vehicle_count,spawn_probability,duration,negotiating_traffic,surrounding_vehicle_control,episode
left,160078,3,False,False,True,10.0,0.0,49.33302207820152,9,7.320462818937698,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,78
left,160079,3,False,False,True,10.0,0.0,47.000096261999964,7,10.69143925495431,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,79
left,160080,3,False,False,True,10.0,0.0,61.61548045322772,6,736.5659943989903,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,80
left,160081,3,False,False,True,10.0,0.0,50.69913281740476,10,13.230878576730118,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,81
left,160082,3,False,False,True,10.0,0.0,42.97246337728904,12,11.971759902261386,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,82
left,160083,3,False,False,True,10.0,0.0,33.53555480165609,8,3.0229833458367517,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,83
left,160084,3,False,False,True,10.0,0.0,36.67822689895198,6,4.527790563598089,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,84
left,160085,3,False,False,True,10.0,0.0,45.914789553454135,10,5.621441294149419,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,85
left,160086,3,False,False,True,10.0,0.0,47.13382259181331,7,12.203813759054315,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,86
left,160087,3,False,False,True,10.0,0.0,38.2147243903705,5,9.600031691001487,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,87
left,160088,3,False,False,True,10.0,0.0,46.46844936933426,7,6.3869396480854945,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,88
left,160089,3,False,False,True,10.0,0.0,45.10939422553382,8,4.044878433199813,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,89
left,160090,3,False,False,True,10.0,0.0,38.44583717314746,8,7.6648174876667,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,90
left,160091,3,False,False,True,10.0,0.0,43.234647143920775,8,10.999397438779093,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,91
left,160092,3,False,False,True,10.0,0.0,41.057421049367846,6,9.068028799232255,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,92
left,160093,3,False,False,True,10.0,0.0,57.49640190568445,7,12.422135840286856,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,93
left,160094,3,False,False,True,10.0,0.0,47.090591452477845,6,4.472148259229497,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,94
left,160095,3,False,False,True,10.0,0.0,51.30106284160951,9,7.7995765299193005,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,95
left,160096,3,False,False,True,10.0,0.0,41.720042529147044,7,6.076702935995014,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,96
left,160097,3,False,False,True,10.0,0.0,51.90956036442205,9,55.62526711801244,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,97
left,160098,3,False,False,True,10.0,0.0,52.37678617374347,8,11.430193852454277,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,98
left,160099,3,False,False,True,10.0,0.0,46.028039572969696,10,3.931701112581719,inf,12,0.5,22,False,unmodified_highway_env_IDMVehicle,99
