maneuver,agent,episode,return,steps,survival_time_s,collided,collision_count,success,timeout,time_to_collision_s,min_ttc,min_conflict_ttc,creep_zone_mean_speed,high_speed_zone_rate,creep_speed_rate,conflict_steps,mean_action_change_rate,slower_action_rate,idle_action_rate,faster_action_rate
left,left_creeping_suited_dense_bc_v2,12,222.92976173455702,81,16.2,False,0,True,False,,3.720615169245653,6.438145629372883,4.368880260252966,0.0,1.0,31,0.1728395061728395,0.08641975308641975,0.8765432098765432,0.037037037037037035
left,left_creeping_suited_dense_bc_v2,13,219.0687372879101,80,16.0,False,0,True,False,,3.3755445183330095,inf,4.360323972845326,0.020833333333333332,0.9791666666666666,31,0.2,0.1,0.85,0.05
left,left_creeping_suited_dense_bc_v2,14,210.98180384523684,77,15.4,False,0,True,False,,1.646038871352041,inf,4.385525518823103,0.0425531914893617,0.9574468085106383,32,0.18181818181818182,0.09090909090909091,0.8701298701298701,0.03896103896103896
left,left_creeping_suited_dense_bc_v2,15,212.80318697314775,78,15.6,False,0,True,False,,1.2601131933030174,8.453389428886387,4.356110163094075,0.02127659574468085,0.9787234042553191,31,0.1794871794871795,0.08974358974358974,0.8717948717948718,0.038461538461538464
left,left_creeping_suited_dense_bc_v2,16,199.98356655972736,71,14.2,False,0,True,False,,1.1812835030185687,8.229101516320812,4.3842459018398845,0.0,1.0,31,0.14084507042253522,0.11267605633802817,0.8591549295774648,0.028169014084507043
left,left_creeping_suited_dense_bc_v2,17,208.33096252401475,75,15.0,False,0,True,False,,1.2566824411652022,inf,4.360539186564476,0.020833333333333332,0.9791666666666666,31,0.18666666666666668,0.09333333333333334,0.8666666666666667,0.04
left,left_creeping_suited_dense_bc_v2,18,-33.76142274504706,13,2.6,True,1,False,False,2.6,1.0810914246104684,inf,0.0,0.0,0.0,0,0.46153846153846156,0.38461538461538464,0.5384615384615384,0.07692307692307693
left,left_creeping_suited_dense_bc_v2,19,203.7706676013821,75,15.0,False,0,True,False,,1.4784729784747435,inf,4.339462930268356,0.0,1.0,31,0.17333333333333334,0.09333333333333334,0.8666666666666667,0.04
left,left_creeping_suited_dense_bc_v2,20,207.67573075197288,76,15.2,False,0,True,False,,3.4314716822041578,inf,4.376617843661172,0.041666666666666664,0.9583333333333334,31,0.18421052631578946,0.10526315789473684,0.8552631578947368,0.039473684210526314
left,left_creeping_suited_dense_bc_v2,21,213.60422859558025,78,15.6,False,0,True,False,,4.006062490797015,inf,4.3853018001201916,0.0425531914893617,0.9574468085106383,32,0.19230769230769232,0.08974358974358974,0.8589743589743589,0.05128205128205128
left,left_creeping_suited_dense_bc_v2,22,215.20425604805084,79,15.8,False,0,True,False,,1.6880515900917223,inf,4.339953431282381,0.0,1.0,31,0.189873417721519,0.08860759493670886,0.8607594936708861,0.05063291139240506
left,left_creeping_suited_dense_bc_v2,23,220.2948480229202,80,16.0,False,0,True,False,,1.2166161810874596,inf,4.337653008991796,0.0,1.0,30,0.1875,0.0875,0.8625,0.05
left,left_creeping_suited_dense_bc_v2,24,223.90408845719782,81,16.2,False,0,True,False,,3.7552555585335896,7.189751044369126,4.368880260252966,0.0,1.0,31,0.1728395061728395,0.08641975308641975,0.8765432098765432,0.037037037037037035
left,left_creeping_suited_dense_bc_v2,25,220.29475013098124,80,16.0,False,0,True,False,,1.6393495508426874,inf,4.340659119559199,0.0,1.0,31,0.1875,0.0875,0.8625,0.05
left,left_creeping_suited_dense_bc_v2,26,236.85592228319237,86,17.2,False,0,True,False,,1.2597155733369219,inf,4.323941361025278,0.0,1.0,31,0.16279069767441862,0.09302325581395349,0.872093023255814,0.03488372093023256
left,left_creeping_suited_dense_bc_v2,27,210.4189048657439,76,15.2,False,0,True,False,,5.29800714234011,inf,4.385525518823103,0.0425531914893617,0.9574468085106383,32,0.18421052631578946,0.09210526315789473,0.868421052631579,0.039473684210526314
left,left_creeping_suited_dense_bc_v2,28,203.7306962430904,75,15.0,False,0,True,False,,5.313706218721246,inf,4.339462930268356,0.0,1.0,31,0.17333333333333334,0.09333333333333334,0.8666666666666667,0.04
left,left_creeping_suited_dense_bc_v2,29,210.44730622457,77,15.4,False,0,True,False,,5.701633578023381,inf,4.387910391465668,0.041666666666666664,0.9583333333333334,31,0.18181818181818182,0.09090909090909091,0.8701298701298701,0.03896103896103896
