maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,slower_action_rate,idle_action_rate,faster_action_rate,safety_shield,mean_safety_intervention_rate,mean_safety_emergency_brake_rate,mean_safety_violation_rate,mean_safety_min_h,mean_safety_neighbor_rate,model_path,train_wall_time_s,initial_vehicle_count,spawn_probability,duration,negotiating_traffic,safety_ellipse_margin,safety_conflict_radius,safety_prediction_horizon,safety_near_field_radius,safety_near_field_horizon,safety_time_gate,safety_min_clearance,safety_emergency_decel,interaction_reward_focus
straight,interaction_safety_finetune_straight,50,0.82,0.16,0.02,118.15176516056925,10.44,7.1,7.184940230895031,0.8410960527604422,0.08754251938223906,0.7164043860264432,1.5770172021407318,0.1767212568683007,0.02692030022552182,0.6107102149686768,0.36236948480580133,True,0.13990367137146034,0.055822350987538946,0.06720639013452771,-0.8528260837734625,0.8078746347500829,C:\Users\aha173\OneDrive - American University of Beirut\VIP - AGV - ND - Ahmad Assaad 1\agv_Unstructured_Labs\notebooks\results\intersectionRouteAttentionCreeping\models\straight_ppo_attention_interaction_safety_finetune_30000.zip,393.28559923171997,6,0.35,22,False,0.15,18.0,3.0,12.0,0.6,False,0.0,7.0,True
