maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,slower_action_rate,idle_action_rate,faster_action_rate,model_path
left,left_light_bc_15,60,0.8666666666666667,0.13333333333333333,0.0,185.77457221137,14.07,2.4499999999999997,3.897508704663767,0.0,0.8666666666666667,2.325814483317976,17.312911112065333,0.136924260457758,0.08631203469041411,0.8857850772717899,0.027902888037796007,notebooks\results\intersectionRouteAttentionCreeping\models\left_very_dense_clear_negotiating_attention_bc_light15.zip
