maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,slower_action_rate,idle_action_rate,faster_action_rate,model_path
left,left_creeping_suited_dense_bc,120,0.875,0.125,0.0,186.24533995800024,14.169999999999998,2.533333333333333,3.8240001961817294,0.005385789067400009,0.8696142109325999,2.738782391547779,13.759780501495,0.2065574784891876,0.11972588457794901,0.8379048389426974,0.04236927647935363,notebooks\results\intersectionRouteAttentionCreeping\models\left_very_dense_clear_negotiating_attention_bc_creeping.zip
