maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_action_change_rate,slower_action_rate,idle_action_rate,faster_action_rate,model_path,train_eval_wall_time_s
straight,ppo_reward_creeping,50,0.1,0.08,0.82,-43.61267129036918,22.008000000000003,14.8,1.3851738137412002,0.13664110092711085,0.10257726004509081,1.0569381817371557,0.08611949918768101,0.7226994243130607,0.15640633608815427,0.12089423959878504,notebooks\results\intersectionRouteAttentionCreeping\models\straight_ppo_reward_creeping_50000.zip,494.97024059295654
