maneuver,agent,episode,return,steps,survival_time_s,collided,collision_count,success,timeout,time_to_collision_s,min_ttc,min_conflict_ttc,creep_zone_mean_speed,high_speed_zone_rate,creep_speed_rate,conflict_steps,mean_action_change_rate,slower_action_rate,idle_action_rate,faster_action_rate
left,left_creeping_suited_dense_bc_v2,0,-26.49177826393789,15,3.0,True,1,False,False,3.0,0.9220562377485766,7.589580512683027,0.0,0.0,0.0,0,0.4,0.3333333333333333,0.6,0.06666666666666667
left,left_creeping_suited_dense_bc_v2,1,226.17886526173717,82,16.4,False,0,True,False,,1.6490795200927089,inf,4.369034893942479,0.0,1.0,31,0.17073170731707318,0.08536585365853659,0.8780487804878049,0.036585365853658534
left,left_creeping_suited_dense_bc_v2,2,207.8074254597837,76,15.2,False,0,True,False,,4.89329080876748,7.64772878640458,4.376617843661172,0.041666666666666664,0.9583333333333334,31,0.18421052631578946,0.10526315789473684,0.8552631578947368,0.039473684210526314
left,left_creeping_suited_dense_bc_v2,3,-30.46962445058167,13,2.6,True,1,False,False,2.6,0.6500865816040631,inf,0.0,0.0,0.0,0,0.38461538461538464,0.23076923076923078,0.6923076923076923,0.07692307692307693
left,left_creeping_suited_dense_bc_v2,4,-26.839751483036636,14,2.8,True,1,False,False,2.8,0.6294616804060458,inf,0.0,0.0,0.0,0,0.35714285714285715,0.14285714285714285,0.7857142857142857,0.07142857142857142
left,left_creeping_suited_dense_bc_v2,5,213.271329946893,78,15.6,False,0,True,False,,1.7409934045127275,46.329147941322205,4.351111535544104,0.020833333333333332,0.9791666666666666,31,0.1794871794871795,0.08974358974358974,0.8717948717948718,0.038461538461538464
left,left_creeping_suited_dense_bc_v2,6,215.43377687813555,79,15.8,False,0,True,False,,1.4444178475220328,inf,4.339953431282381,0.0,1.0,31,0.189873417721519,0.08860759493670886,0.8607594936708861,0.05063291139240506
left,left_creeping_suited_dense_bc_v2,7,221.08898161634997,80,16.0,False,0,True,False,,5.017597210602136,7.288702780203458,4.368660088456765,0.0,1.0,31,0.175,0.0875,0.875,0.0375
left,left_creeping_suited_dense_bc_v2,8,215.68205398590268,79,15.8,False,0,True,False,,4.8065948578025095,8.929531343737493,4.359107859330566,0.020833333333333332,0.9791666666666666,31,0.17721518987341772,0.08860759493670886,0.8734177215189873,0.0379746835443038
left,left_creeping_suited_dense_bc_v2,9,199.6636044281368,72,14.4,False,0,True,False,,1.8780568564286249,inf,4.326225657692841,0.0,1.0,30,0.1388888888888889,0.1111111111111111,0.8611111111111112,0.027777777777777776
left,left_creeping_suited_dense_bc_v2,10,215.71743458450868,79,15.8,False,0,True,False,,4.633121485837611,inf,4.356110163094075,0.02127659574468085,0.9787234042553191,31,0.189873417721519,0.08860759493670886,0.8607594936708861,0.05063291139240506
