maneuver,agent,episode,return,steps,survival_time_s,collided,collision_count,success,timeout,time_to_collision_s,min_ttc,min_conflict_ttc,creep_zone_mean_speed,high_speed_zone_rate,creep_speed_rate,conflict_steps,mean_action_change_rate,slower_action_rate,idle_action_rate,faster_action_rate
left,left_creeping_suited_dense_bc_v2,11,210.42387295483996,77,15.4,False,0,True,False,,1.3060884413966936,inf,4.356267287889535,0.02127659574468085,0.9787234042553191,31,0.18181818181818182,0.09090909090909091,0.8701298701298701,0.03896103896103896
left,left_creeping_suited_dense_bc_v2,12,228.28384966167368,83,16.6,False,0,True,False,,1.744690555544543,inf,4.346535803054212,0.0,1.0,31,0.1686746987951807,0.0963855421686747,0.8674698795180723,0.03614457831325301
left,left_creeping_suited_dense_bc_v2,13,215.89324825874513,79,15.8,False,0,True,False,,1.7228640840600038,46.55459644817084,4.376533236277328,0.041666666666666664,0.9583333333333334,31,0.189873417721519,0.10126582278481013,0.8481012658227848,0.05063291139240506
left,left_creeping_suited_dense_bc_v2,14,207.66289213000698,76,15.2,False,0,True,False,,1.1809553568710496,inf,4.340038038666225,0.0,1.0,31,0.18421052631578946,0.09210526315789473,0.868421052631579,0.039473684210526314
left,left_creeping_suited_dense_bc_v2,15,219.39757826977,80,16.0,False,0,True,False,,5.421204845023939,inf,4.392032066827295,0.0,1.0,31,0.175,0.0875,0.875,0.0375
left,left_creeping_suited_dense_bc_v2,16,227.65152318472792,82,16.4,False,0,True,False,,1.3814706453346612,inf,4.325642123228881,0.0,1.0,30,0.17073170731707318,0.0975609756097561,0.8658536585365854,0.036585365853658534
left,left_creeping_suited_dense_bc_v2,17,219.93108296121855,80,16.0,False,0,True,False,,2.4967322467745356,inf,4.368660088456765,0.0,1.0,31,0.175,0.0875,0.875,0.0375
left,left_creeping_suited_dense_bc_v2,18,213.0158476931734,78,15.6,False,0,True,False,,1.9146907232834793,inf,4.38769133356507,0.041666666666666664,0.9583333333333334,31,0.1794871794871795,0.08974358974358974,0.8717948717948718,0.038461538461538464
left,left_creeping_suited_dense_bc_v2,19,-32.716964794337294,14,2.8,True,1,False,False,2.8,0.9993356591634412,7.267450164472271,0.0,0.0,0.0,0,0.42857142857142855,0.35714285714285715,0.5714285714285714,0.07142857142857142
left,left_creeping_suited_dense_bc_v2,20,215.53012511038253,79,15.8,False,0,True,False,,1.306952918026014,inf,4.376533236277328,0.041666666666666664,0.9583333333333334,31,0.189873417721519,0.10126582278481013,0.8481012658227848,0.05063291139240506
left,left_creeping_suited_dense_bc_v2,21,207.68901615946186,76,15.2,False,0,True,False,,2.597974462075745,inf,4.376617843661172,0.041666666666666664,0.9583333333333334,31,0.18421052631578946,0.10526315789473684,0.8552631578947368,0.039473684210526314
left,left_creeping_suited_dense_bc_v2,22,-32.4985098000675,14,2.8,True,1,False,False,2.8,1.0405684561443589,inf,0.0,0.0,0.0,0,0.42857142857142855,0.35714285714285715,0.5714285714285714,0.07142857142857142
left,left_creeping_suited_dense_bc_v2,23,222.86188749968932,81,16.2,False,0,True,False,,5.815149910373369,inf,4.353376719557074,0.0,1.0,31,0.1728395061728395,0.08641975308641975,0.8765432098765432,0.037037037037037035
left,left_creeping_suited_dense_bc_v2,24,216.6647526771886,79,15.8,False,0,True,False,,1.6972688008809118,9.299469375611244,4.376533236277328,0.041666666666666664,0.9583333333333334,31,0.189873417721519,0.10126582278481013,0.8481012658227848,0.05063291139240506
left,left_creeping_suited_dense_bc_v2,25,210.44174442604924,77,15.4,False,0,True,False,,1.1945077056897513,inf,4.387910391465668,0.041666666666666664,0.9583333333333334,31,0.18181818181818182,0.09090909090909091,0.8701298701298701,0.03896103896103896
left,left_creeping_suited_dense_bc_v2,26,225.97503383750885,82,16.4,False,0,True,False,,1.450587742391359,inf,4.369034893942479,0.0,1.0,31,0.17073170731707318,0.08536585365853659,0.8780487804878049,0.036585365853658534
left,left_creeping_suited_dense_bc_v2,27,220.25689361082476,80,16.0,False,0,True,False,,1.1867826824211276,7.897427813161332,4.368660088456765,0.0,1.0,31,0.175,0.0875,0.875,0.0375
left,left_creeping_suited_dense_bc_v2,28,220.37035985100556,81,16.2,False,0,True,False,,3.086704547721743,inf,4.339467888345404,0.0,1.0,31,0.18518518518518517,0.08641975308641975,0.8641975308641975,0.04938271604938271
left,left_creeping_suited_dense_bc_v2,29,204.23067664093736,75,15.0,False,0,True,False,,1.7106462226096155,46.521249247105914,4.339462930268356,0.0,1.0,31,0.17333333333333334,0.09333333333333334,0.8666666666666667,0.04
