maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,slower_action_rate,idle_action_rate,faster_action_rate,model_path
straight,straight_non_suited_fast_reward,120,0.5416666666666666,0.4583333333333333,0.0,67.86580142425727,7.3566666666666665,5.178181818181819,8.907636214812339,0.9916666666666667,0.0,0.5626174618179806,1.3179861568297606,0.03142851800912281,0.0,0.0,1.0,
