maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_action_change_rate,slower_action_rate,idle_action_rate,faster_action_rate,model_path,train_eval_wall_time_s
straight,ppo_standard,50,0.6,0.4,0.0,74.79163548580867,7.66,5.4,8.894959732899979,0.9904166666666667,0.009583333333333333,0.5446406906893096,0.07746130010060698,0.02098087091438182,0.15170022951508513,0.827318899570533,notebooks\results\intersectionRouteAttentionCreeping\models\straight_ppo_standard_30000.zip,224.95458054542542
