maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,mean_ego_speed,ego_stop_rate,mean_ego_stopped_time_s,mean_ego_delay_proxy_s,mean_traffic_vehicle_seconds,mean_traffic_speed,traffic_stop_rate,mean_traffic_delay_proxy_s,mean_system_delay_proxy_s,slower_action_rate,idle_action_rate,faster_action_rate,safety_shield,mean_safety_intervention_rate,mean_safety_emergency_brake_rate,mean_safety_violation_rate,mean_safety_min_h,mean_safety_neighbor_rate
left,efficiency_left_fast_batch3,20,0.7,0.3,0.0,83.7293616695206,7.639999999999999,5.1000000000000005,8.990136767861781,1.0,0.0,0.6308943742695077,1.4570914379370081,0.027969568668671296,9.060041630055137,0.0,0.0,0.00019971403887633076,57.519999999999996,7.55850022065558,0.001941498460485802,5.179619401506875,5.179819115545752,0.0,0.0,1.0,False,0.0,0.0,0.0,,0.0
