maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,mean_ego_speed,ego_stop_rate,mean_ego_stopped_time_s,mean_ego_delay_proxy_s,mean_traffic_vehicle_seconds,mean_traffic_speed,traffic_stop_rate,mean_traffic_delay_proxy_s,mean_system_delay_proxy_s,slower_action_rate,idle_action_rate,faster_action_rate,safety_shield,mean_safety_intervention_rate,mean_safety_emergency_brake_rate,mean_safety_violation_rate,mean_safety_min_h,mean_safety_neighbor_rate,condition,initial_vehicle_count,spawn_probability,duration,negotiating_traffic,surrounding_vehicle_control
straight,efficiency_straight_learned_creeping,100,0.82,0.18,0.0,191.55923236544223,15.242000000000003,8.811111111111112,4.105036043543198,0.01425212487658936,0.9804841030100445,0.7200665215928838,2.423565913816965,0.2556741068774235,4.980357470697381,0.0,0.0,5.878324334278323,162.076,7.1228916522342045,0.012550749878827134,21.842257696620692,27.720582030899017,0.14606328891622697,0.7715841855171541,0.08235252556661904,False,0.0,0.0,0.0,,0.0,learned_creeping,6,0.35,22,False,unmodified_highway_env_IDMVehicle
