maneuver,agent,episode,return,steps,survival_time_s,collided,collision_count,success,timeout,time_to_collision_s,min_ttc,min_conflict_ttc,creep_zone_mean_speed,high_speed_zone_rate,creep_speed_rate,conflict_steps,mean_action_change_rate,slower_action_rate,idle_action_rate,faster_action_rate
left,left_creeping_suited_dense_bc_v2,13,223.9275785843308,81,16.2,False,0,True,False,,1.249328867340742,inf,4.368880260252966,0.0,1.0,31,0.1728395061728395,0.08641975308641975,0.8765432098765432,0.037037037037037035
left,left_creeping_suited_dense_bc_v2,14,-37.48311826953351,12,2.4,True,1,False,False,2.4,1.0484417994496704,inf,0.0,0.0,0.0,0,0.4166666666666667,0.3333333333333333,0.5833333333333334,0.08333333333333333
left,left_creeping_suited_dense_bc_v2,15,219.41766831268944,80,16.0,False,0,True,False,,5.851146744275439,inf,4.389959735070363,0.0,1.0,30,0.175,0.0875,0.875,0.0375
left,left_creeping_suited_dense_bc_v2,16,220.9261772073389,81,16.2,False,0,True,False,,5.3873288790294325,inf,4.342528372428017,0.0,1.0,31,0.18518518518518517,0.08641975308641975,0.8641975308641975,0.04938271604938271
left,left_creeping_suited_dense_bc_v2,17,210.55173648968446,77,15.4,False,0,True,False,,1.6758536678135614,inf,4.387910391465668,0.041666666666666664,0.9583333333333334,31,0.18181818181818182,0.09090909090909091,0.8701298701298701,0.03896103896103896
left,left_creeping_suited_dense_bc_v2,18,223.45907003445012,82,16.4,False,0,True,False,,1.1825000929695815,inf,4.339622522034918,0.0,1.0,31,0.18292682926829268,0.08536585365853659,0.8658536585365854,0.04878048780487805
left,left_creeping_suited_dense_bc_v2,19,220.18789029777167,81,16.2,False,0,True,False,,1.8790891769405988,inf,4.339467888345404,0.0,1.0,31,0.18518518518518517,0.08641975308641975,0.8641975308641975,0.04938271604938271
left,left_creeping_suited_dense_bc_v2,20,207.6523053449567,76,15.2,False,0,True,False,,5.674460016537521,inf,4.376617843661172,0.041666666666666664,0.9583333333333334,31,0.18421052631578946,0.10526315789473684,0.8552631578947368,0.039473684210526314
left,left_creeping_suited_dense_bc_v2,21,212.54759422940856,77,15.4,False,0,True,False,,4.3814123208581925,inf,4.3853018001201916,0.0425531914893617,0.9574468085106383,32,0.18181818181818182,0.09090909090909091,0.8701298701298701,0.03896103896103896
left,left_creeping_suited_dense_bc_v2,22,223.2512595859583,78,15.6,False,0,True,False,,1.6401201547760644,inf,4.509286519983808,0.0,1.0,31,0.1282051282051282,0.07692307692307693,0.8974358974358975,0.02564102564102564
left,left_creeping_suited_dense_bc_v2,23,-38.54559949310348,10,2.0,True,1,False,False,2.0,0.7468772607692963,inf,0.0,0.0,0.0,0,0.5,0.4,0.5,0.1
left,left_creeping_suited_dense_bc_v2,24,226.34164890259834,82,16.4,False,0,True,False,,4.744383590220476,inf,4.369034893942479,0.0,1.0,30,0.17073170731707318,0.08536585365853659,0.8780487804878049,0.036585365853658534
left,left_creeping_suited_dense_bc_v2,25,-31.301188714317583,14,2.8,True,1,False,False,2.8,0.9999541535792431,inf,0.0,0.0,0.0,0,0.42857142857142855,0.35714285714285715,0.5714285714285714,0.07142857142857142
left,left_creeping_suited_dense_bc_v2,26,199.25848184776504,72,14.4,False,0,True,False,,4.430776230934723,inf,4.326225657692841,0.0,1.0,31,0.1388888888888889,0.1111111111111111,0.8611111111111112,0.027777777777777776
left,left_creeping_suited_dense_bc_v2,27,215.7020113995194,79,15.8,False,0,True,False,,1.5850484823114361,inf,4.376533236277328,0.041666666666666664,0.9583333333333334,31,0.189873417721519,0.10126582278481013,0.8481012658227848,0.05063291139240506
left,left_creeping_suited_dense_bc_v2,28,212.09487409577943,78,15.6,False,0,True,False,,2.4118252169602514,inf,4.351111535544104,0.020833333333333332,0.9791666666666666,31,0.1794871794871795,0.08974358974358974,0.8717948717948718,0.038461538461538464
left,left_creeping_suited_dense_bc_v2,29,212.9902867850288,78,15.6,False,0,True,False,,1.6635727987078337,inf,4.3479437049079905,0.02127659574468085,0.9787234042553191,31,0.19230769230769232,0.08974358974358974,0.8589743589743589,0.05128205128205128
