agent,episodes,success_rate,collision_rate,average_collisions,mean_time_to_collision_s,median_time_to_collision_s,mean_survival_time_s,mean_return,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_abs_throttle,mean_abs_delta_throttle,mean_min_ttc
PPO_standard_fast_crossing,60,0.6166666666666667,0.31666666666666665,0.31666666666666665,4.947368421052632,5.2,9.183333333333332,44.628238339321946,8.467585969287533,0.9514520202020204,0.02858044733044733,0.24458829333718932,0.037477348405056406,0.8564869013661459
PPO_creeping_residual,60,0.6666666666666666,0.3333333333333333,0.3333333333333333,7.57,7.6,13.923333333333334,18.925816225071785,3.099301394232351,0.0944168904834681,0.8566386851517833,0.3369424765939627,0.09260142180298782,0.9064996674667508
scripted_non_creeping_fast,60,0.6666666666666666,0.3333333333333333,0.3333333333333333,4.79,5.1,7.043333333333335,48.166280881603555,10.003390869059505,0.9833333333333333,0.0,0.3499999940395355,0.016108458806007867,0.9249331190115773
scripted_creeping,60,0.06666666666666667,0.4,0.4,11.424999999999999,11.5,16.653333333333332,-3.2137420999836723,2.1919473448783706,0.00030303030303030303,0.9618091841211274,0.3141906867042884,0.06371393035476917,1.0314219612248956
zero_residual_creeping_prior,60,0.6666666666666666,0.3333333333333333,0.3333333333333333,7.51,7.6,13.82,18.07696881303317,3.144109337656871,0.09478802445404613,0.8552116800348871,0.33652339122638053,0.09188080183188588,0.9101309761959885
