maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,mean_ego_speed,ego_stop_rate,mean_ego_stopped_time_s,mean_ego_delay_proxy_s,mean_traffic_vehicle_seconds,mean_traffic_speed,traffic_stop_rate,mean_traffic_delay_proxy_s,mean_system_delay_proxy_s,slower_action_rate,idle_action_rate,faster_action_rate,safety_shield,mean_safety_intervention_rate,mean_safety_emergency_brake_rate,mean_safety_progress_assist_rate,mean_safety_violation_rate,mean_safety_min_h,mean_safety_neighbor_rate,model_path,train_wall_time_s,initial_vehicle_count,spawn_probability,duration,reward_formulation
straight,native_intersection_ppo,10,0.8,0.2,0.0,39.71200829286352,8.16,5.4,8.989113396363852,1.0,0.0,0.49205925760974234,1.648331342663926,0.025543029858831202,9.053661715490186,0.0,0.0,0.0031977431024613166,81.22,7.527546606441566,0.0,62.918701191641205,62.92189893474367,0.0,0.0,1.0,False,0.0,0.0,0.0,0.0,,0.0,notebooks\results\nativeIntersectionPPO12_05_lane2_smoke\models\straight_native_intersection_ppo_8192.zip,91.38889670372009,12,0.5,22,native_highway_env_intersection
left,native_intersection_ppo,10,0.4,0.6,0.0,28.96805766249841,6.44,4.966666666666667,8.963462006251632,1.0,0.0,0.4597101930725732,1.1216892778317675,0.033691475191475195,9.060012498304575,0.0,0.0,0.012776935000635026,59.48,7.525872840397652,0.0,48.874390247621974,48.887167182622605,0.0,0.0,1.0,False,0.0,0.0,0.0,0.0,,0.0,notebooks\results\nativeIntersectionPPO12_05_lane2_smoke\models\left_native_intersection_ppo_8192.zip,89.27552676200867,12,0.5,22,native_highway_env_intersection
