maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,mean_ego_speed,ego_stop_rate,mean_ego_stopped_time_s,mean_ego_delay_proxy_s,mean_traffic_vehicle_seconds,mean_traffic_speed,traffic_stop_rate,mean_traffic_delay_proxy_s,mean_system_delay_proxy_s,slower_action_rate,idle_action_rate,faster_action_rate,safety_shield,mean_safety_intervention_rate,mean_safety_emergency_brake_rate,mean_safety_progress_assist_rate,mean_safety_violation_rate,mean_safety_min_h,mean_safety_neighbor_rate
straight,scripted_fast,20,0.45,0.55,0.0,55.95380467778116,6.83,5.1454545454545455,8.970369238171838,1.0,0.0,0.5039249647481162,1.3182525416565694,0.032190463874933836,9.059874217677791,0.0,0.0,0.0009991566570764477,66.39,7.311104038680159,0.00811008389924507,7.586270226284969,7.587269382942045,0.0,0.0,1.0,False,0.0,0.0,0.0,0.0,,0.0
straight,scripted_hold_speed,20,0.45,0.55,0.0,55.95380467778116,6.83,5.1454545454545455,8.970369238171838,1.0,0.0,0.5039249647481162,1.3182525416565694,0.0,9.059874217677791,0.0,0.0,0.0009991566570764477,66.39,7.311104038680159,0.00811008389924507,7.586270226284969,7.587269382942045,0.0,1.0,0.0,False,0.0,0.0,0.0,0.0,,0.0
straight,scripted_reward_creeping,20,0.6,0.4,0.0,143.44033262501674,12.88,8.225,4.228168588921224,0.1528735545859809,0.7852111631970036,0.7212395829662457,2.143637581540736,0.3473030956747816,5.164314463596915,0.0,0.0,4.639963732109148,167.26000000000002,6.943825770258043,0.025195420023169008,25.373101545282207,30.01306527739136,0.17909471624540033,0.6991819645919236,0.12172331916267617,False,0.0,0.0,0.0,0.0,,0.0
