maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,mean_ego_speed,ego_stop_rate,mean_ego_stopped_time_s,mean_ego_delay_proxy_s,mean_traffic_vehicle_seconds,mean_traffic_speed,traffic_stop_rate,mean_traffic_delay_proxy_s,mean_system_delay_proxy_s,slower_action_rate,idle_action_rate,faster_action_rate,safety_shield,mean_safety_intervention_rate,mean_safety_emergency_brake_rate,mean_safety_progress_assist_rate,mean_safety_violation_rate,mean_safety_min_h,mean_safety_neighbor_rate,model_path,train_wall_time_s,initial_vehicle_count,spawn_probability,duration,reward_formulation
left,native_intersection_ppo,10,0.5,0.5,0.0,30.852063552867275,6.7,4.72,8.976469898623488,1.0,0.0,0.45178600722516504,1.3410754003167797,0.07999127834588424,9.065604872723004,0.0,0.0,0.0031967865658091912,65.84,7.411078980398985,0.0015086206896551724,54.79694195253561,54.80013873910142,0.0,0.047666323343421135,0.9523336766565789,False,0.0,0.0,0.0,0.0,,0.0,notebooks\results\nativeIntersectionPPO12_05_plain_smoke\models\left_native_intersection_ppo_8192.zip,86.81971454620361,12,0.5,22,native_highway_env_intersection
