maneuver,agent,episodes,success_rate,collision_rate,timeout_rate,mean_return,mean_survival_time_s,mean_time_to_collision_s,mean_creep_zone_speed,high_speed_zone_rate,creep_speed_rate,mean_min_ttc,mean_min_conflict_ttc,mean_action_change_rate,mean_ego_speed,ego_stop_rate,mean_ego_stopped_time_s,mean_ego_delay_proxy_s,mean_traffic_vehicle_seconds,mean_traffic_speed,traffic_stop_rate,mean_traffic_delay_proxy_s,mean_system_delay_proxy_s,slower_action_rate,idle_action_rate,faster_action_rate,safety_shield,mean_safety_intervention_rate,mean_safety_emergency_brake_rate,mean_safety_progress_assist_rate,mean_safety_violation_rate,mean_safety_min_h,mean_safety_neighbor_rate,model_path,train_wall_time_s,initial_vehicle_count,spawn_probability,duration,reward_formulation
left,native_intersection_ppo,5,0.6,0.4,0.0,34.82402681430209,7.4,5.1,8.970571206014325,1.0,0.0,0.7383833261735351,1.4677083515792384,0.04718842386927493,9.05488742127233,0.0,0.0,0.0063935731316183825,77.03999999999999,7.383928903548101,0.005115646258503402,72.0822617945029,72.08865536763452,0.0,0.022289766970618033,0.977710233029382,False,0.0,0.0,0.0,0.0,,0.0,notebooks\results\nativeIntersectionPPO12_05_patch_smoke\models\left_native_intersection_ppo_2048.zip,31.5283362865448,12,0.5,22,native_highway_env_intersection
